Store Number,Bourbon/Whisky,Brandy,Cocktails/RTD,Cordials & Liqueurs,Delisted & Special Order,Gin,Grain Alcohol,Rum,Temp and Specialty Packages,Tequila,Unknown,Vodka
3778,"15,383","39,464",161,"11,258",,312,35,"11,500",512,"9,263",72,"33,417"
3782,"79,804","3,133",625,"23,766",,"5,795",721,"39,007",,"4,172",,"42,074"
3783,"119,141","6,628","4,028","36,216",,"4,905","1,205","40,959","3,307","3,274",179,"70,174"
3784,"89,191","2,720","2,935","46,156",106,"6,367","11,402","30,334","1,755","16,903",,"49,152"
3789,"137,504","7,677","11,219","46,992",,"6,679","1,931","68,545","19,531","11,732",,"104,422"
3790,"159,467","15,352","10,638","57,985",,"6,788","4,208","81,907","22,931","19,657",,"144,625"
3803,"27,631","3,751","1,676","8,397",,837,632,"15,795",281,567,,"16,901"
3805,"53,047","193,545",149,"29,373",,"17,386",135,"9,714","3,833","33,824",441,"81,640"
3806,"149,181","7,935","16,729","44,487",,"17,088",720,"48,303","6,508","23,037",810,"151,340"
3808,"72,630","4,611","1,987","30,704",,"1,828",227,"19,316",,"9,405",,"37,500"
3811,"111,932","5,091","13,219","44,496",,"4,693","2,369","57,677","13,994","16,823",,"97,561"
3813,"43,651",669,"4,751","15,635","1,700","1,483",117,"8,889",595,"4,698",,"15,507"
3814,"1,887,162","61,532","148,230","264,257",175,"214,075","1,080","279,220","23,066","239,488",,"1,335,250"
3818,"123,841","9,289","4,170","67,552",332,"3,634","1,985","57,124","3,656","20,162",432,"82,129"
3819,"82,199","10,658","3,804","35,905","1,126","10,838","2,904","30,090","1,831","6,354",725,"54,055"
3820,"455,818","59,005","12,440","301,017","5,215","34,275","11,980","156,780","22,293","170,184",741,"284,212"
3822,"35,985","1,557","1,470","15,207","1,404","2,207",299,"7,820","2,135","3,737",330,"18,509"
3825,"64,530","179,098",526,"34,003",,"17,601",83,"14,385","3,846","36,802",,"85,896"
3826,"24,197","1,500",,"8,260",,"1,574",,"11,910",180,"7,800",,"18,531"
3829,"86,334","5,153","6,754","26,780",,"8,593",594,"29,546",620,"8,283",,"64,368"
3830,"178,728","9,670","10,948","61,470",,"7,385","2,426","66,419","24,602","14,350",,"108,174"
3831,"58,256","4,354","2,887","13,175",,"1,973",658,"20,326",,"3,287",,"38,403"
3833,"133,126","4,281","6,850","55,266",,"7,011","1,191","53,115","12,230","14,466",,"87,730"
3838,"155,963","12,494","10,729","62,709","1,511","27,730","4,639","55,173",289,"27,799",494,"137,140"
3841,"16,424","2,188",568,"13,747",,"1,972",,"6,004",195,825,198,"36,969"
3842,"222,354","8,274","3,969","84,980","3,336","5,714","15,242","105,714","11,282","18,910",171,"97,581"
3845,"12,242",754,318,"3,561",,61,,"4,161",,540,,"5,880"
3849,"80,540","2,308",858,"31,036",,"1,776",41,"34,129","1,073","2,349",,"29,289"
3855,"29,720","8,219",936,"7,781",,"3,588",275,"12,035",879,"7,276",,"24,379"
3857,"161,198","19,849","1,937","123,135",206,"8,177","4,880","99,940","2,430","11,546",,"109,472"
3858,"82,302","20,465","5,014","56,754",,"7,379","2,693","38,067","2,655","12,017",72,"102,520"
3859,"142,325","4,327","10,941","46,902",,"4,252","2,916","61,108","20,193","15,966",,"102,797"
3866,"71,837","4,114","6,907","23,444",,"6,664",205,"26,281","3,693","13,476",,"86,662"
3868,"263,594","19,173","35,648","107,444",,"17,816","5,097","138,407","21,657","36,247",,"257,699"
3869,"234,347","15,368","4,058","60,497","59,510","27,633","13,323","34,876","20,075","47,295","27,918","88,332"
3870,"47,803","3,404","8,184","16,939",,"3,032",,"16,444","3,542","8,103",,"46,483"
3871,"56,403","3,512","3,767","14,921",,"4,716",205,"14,412",901,"7,870",,"50,955"
3872,"35,686","2,921","2,116","10,382",,"2,653",,"10,548",779,"5,871",,"34,179"
3873,"61,979","5,556","4,851","23,152",,"6,849",,"22,994",834,"12,870",,"71,648"
3877,"74,205","8,671","6,319","21,069",,"7,128",385,"20,000","4,124","11,398",324,"69,209"
3879,"80,430","3,401","6,543","24,185",,"4,720",614,"27,985","3,182","13,163",,"71,260"
3880,"74,904","3,684","4,912","21,543",,"3,266",205,"19,346","3,281","10,022",,"50,862"
3881,"237,205","40,551","3,719","110,383","4,661","8,547","3,308","61,570","9,775","87,199",54,"123,438"
3882,"30,255","3,125",,"25,011",,,,"6,059",37,"1,652",,"18,545"
3886,"166,110","5,528","10,701","64,957",,"13,265","2,264","68,917","22,142","18,582",,"126,318"
3888,"118,615","2,160","5,349","40,875",,"4,499","1,458","53,729","25,429","12,747",,"73,739"
3889,"146,917","3,562","8,659","40,596",,"4,582","3,402","64,219","17,458","15,712",,"107,122"
3890,"39,297","33,615",449,"48,469",,"3,402","3,132","22,570",590,"9,273",,"50,500"
3891,"25,627",405,,"8,364",,"1,559",,"14,273",,"3,853",,"13,123"
3896,"26,142","74,299",953,"17,776",,"26,823",71,"12,862",810,"20,354",,"68,222"
3899,"244,621","14,475","30,946","95,180",,"17,273","4,306","110,577","35,575","39,917",,"255,068"
3901,"52,216","2,595","3,845","17,925",,"2,886",205,"15,959","1,292","5,618",,"38,930"
3907,"34,217","6,405",449,"32,017",,743,,"6,989",528,"3,972",99,"30,963"
3909,"67,871","1,694",341,"46,885","5,022","1,182",600,"27,165",899,"4,988",,"46,379"
3910,"58,911","7,071",,"15,251",,"8,541",,"18,345","5,788","16,005",,"54,458"
3912,"27,956","19,507",378,"23,301",,"2,301",135,"10,758",74,"5,271",,"39,733"
3916,"38,062","11,878",,"25,039",,870,135,"7,695",,"3,554",,"29,676"
3917,"66,455","21,939","1,920","61,179",,"4,574","2,134","33,429","3,487","14,186",549,"74,212"
3918,"36,126","5,676",,"38,650",,"2,212",122,"7,165",203,"3,168",270,"23,729"
3920,"40,047","19,029",,"40,358",,"4,168","1,045","24,257",,"7,051",,"48,813"
3928,"31,770","46,978",,"21,405",,"6,503",,"14,161",85,"15,426",,"58,701"
3930,"54,228","2,522",216,"31,500","1,037",812,162,"41,349",978,"2,318",,"26,250"
3932,"132,429","3,482","4,482","52,732","2,329","3,688","1,514","45,426","3,436","9,608",13,"53,867"
3934,"137,684","4,374","6,057","35,655",,"4,197","2,754","61,222","20,034","10,916",,"91,615"
3942,"188,406","27,446","8,836","113,251","9,802","7,791","4,465","63,072","1,936","35,075",269,"111,869"
3943,"99,029","6,882","3,845","40,700",,"2,528",526,"43,559",122,"9,790",,"58,740"
3944,"652,938","42,198","42,014","250,809","150,839","55,110","16,317","220,263","1,728","62,456",,"295,540"
3949,"112,205","3,841","5,664","35,045",,"5,755",972,"52,285","23,393","13,498",,"87,497"
3952,"1,311,471","44,043","14,534","999,021","8,885","120,897","13,239","485,547","14,202","618,931","5,949","1,095,988"
3957,"15,150",317,192,"7,141",,444,243,"4,916",,568,,"6,623"
3959,"21,798","2,799","1,626","12,834",,"1,874",54,"9,057","1,466",988,,"31,707"
3963,"96,286","19,848",799,"148,408","1,539","1,843",461,"34,462","4,067","13,002","1,674","71,518"
3964,"40,595","1,630",554,"14,695",164,"1,525",81,"6,297",163,990,,"13,412"
3973,"69,849","1,254",,"55,309",,"8,432",,"54,041",,"22,215",,"66,033"
3980,"209,528","23,900","26,958","100,261",,"28,906","4,707","130,330","35,739","45,332",,"286,081"
3981,"174,303","9,127","13,187","57,857",,"7,406","1,808","87,264","10,455","21,407",339,"104,093"
3987,"163,508","10,515","6,506","57,779","4,577","7,509","4,149","49,355","6,987","42,288","1,318","64,978"
3990,"182,962","29,156","10,335","119,977","1,372","10,290","17,301","68,667","24,513","26,500",235,"111,758"
3993,"75,831","177,507","6,477","38,681",150,"17,525","2,413","21,146","17,282","38,402",27,"113,614"
3995,"89,683","8,565",372,"91,004","2,112","9,052",15,"59,321",928,"30,945",,"86,507"
3997,"87,201","3,725","3,704","32,929",,"4,216",591,"34,205","7,268","11,905",,"57,450"
4000,"52,853","4,045","4,819","18,872",,967,172,"19,601","2,227","3,426",,"23,252"
4001,"160,235","5,397","6,853","49,402",,"5,840","1,454","68,239","17,012","13,464",,"93,117"
4004,"147,232","8,782","11,693","53,678",,"7,584","1,883","73,366","29,679","28,303",,"156,377"
4006,"52,648","2,005",,"35,927",,"1,896",135,"42,307",,"4,636",,"27,948"
4010,"20,778","2,174","2,067","6,539",,"1,840",441,"6,205",,"1,002",153,"14,470"
4011,"160,723","9,867","2,591","60,270","3,354","3,419","2,376","51,002","1,502","11,306","2,970","69,248"
4013,"71,665","1,506","3,135","25,752",,"2,502","1,187","30,691","3,561","7,190",,"41,740"
4014,"128,290","15,037","6,692","41,424",,"4,803","1,397","49,950","12,250","19,104",,"83,937"
4015,"218,366","16,444","18,714","68,823",,"20,283","2,241","105,128","25,701","36,821",,"214,911"
4019,"162,886","6,243","13,292","52,659",,"5,388","3,236","71,840","20,278","14,715",,"110,675"
4021,"138,748","10,888","11,676","63,175",,"7,461","2,255","68,219","13,858","19,805",,"105,692"
4023,"147,433","5,517","10,798","60,698",,"6,921","2,407","62,532","13,655","17,940",,"105,960"
4024,"67,259","2,388","3,225","15,817",,"1,900",810,"29,030","6,301","7,553",,"44,741"
4025,"39,196","5,563","5,288","20,988",196,199,"1,368","17,806","1,774","5,792",,"38,037"
4027,"113,908","6,262","11,361","54,427",,"4,791","2,728","44,397","14,019","10,579",,"84,994"
4042,"15,018",,,"8,536",,"1,403",,"4,742","4,718",977,,"20,108"
4046,"5,614",143,302,"2,891",191,293,14,"1,104",312,184,,"6,700"
4051,"130,691","10,212","8,451","42,684",141,"8,291","1,757","39,730","6,221","5,906",81,"59,990"
4056,"18,021","2,024",,"4,472",,477,205,"2,099",,"6,970",,"14,448"
4057,"103,653","144,619","3,085","33,160","7,573","5,149",702,"13,637","23,914","188,238",355,"111,905"
4062,"13,475","49,842",138,"8,741",,"3,031",41,"3,825",,"7,260",,"40,457"
4067,"45,984","1,178","4,460","15,611",602,"3,210",857,"20,060","3,104","3,291",144,"34,165"
4068,"70,442","82,053",827,"55,668",,"2,114",400,"23,947","4,878","24,972",251,"97,220"
4069,"274,392","4,970","19,497","37,014","1,413","4,605","1,316","61,121","21,114","14,210",,"80,306"
4070,"91,503","5,303","3,763","43,044","5,933","2,629",928,"28,810","3,451","5,813",71,"37,320"
4073,"240,815","15,899","11,842","101,324","3,058","11,085","8,948","127,081","5,200","21,028",288,"139,336"
4077,"34,498","77,970",258,"6,330",,"15,614",148,"16,120",991,"16,105",,"33,114"
4083,"182,330","2,419","24,516","55,831","1,020","8,637","3,082","48,203","13,124","19,091",220,"163,564"
4084,"167,747","2,364","13,562","45,729",452,"9,440",907,"71,799","1,654","10,231",153,"136,903"
4091,"135,668","4,615","41,087","35,321",571,"12,510",797,"45,823","3,452","5,545",,"128,066"
4092,"158,441","3,543","30,045","56,646",436,"11,245","1,220","82,447","7,806","18,090",,"157,913"
4097,"34,665","3,055","1,085","20,165",,"1,226",,"24,172",94,"10,272",,"14,777"
4098,"100,469","6,408","6,512","49,143",,"6,499","1,616","52,453","12,452","13,808",,"77,827"
4102,"73,323","4,060","9,402","20,957",222,"9,930",817,"26,329",996,"3,643",225,"52,767"
4103,"153,949","6,458","24,298","31,760",526,"17,598","1,253","29,936","6,307","10,881",449,"119,866"
4104,"178,691","5,959","22,760","32,143",255,"3,978",315,"23,469","12,367","2,625",,"86,681"
4105,"142,438","4,350","16,350","39,227",166,"5,300",989,"45,939","1,891","7,608",,"88,906"
4106,"18,749","2,768",843,"10,088",,"1,658",54,"7,681","1,344",697,,"27,162"
4107,"181,837","6,888","16,248","84,791",373,"13,993","2,010","64,427","3,791","12,520",27,"124,652"
4110,"84,782","3,905","3,053","27,576",45,"2,472","1,048","46,469",561,"5,189",,"62,210"
4114,"99,258","2,567","2,741","41,551","1,476","3,384","10,413","16,247","6,494","19,887",,"32,069"
4116,"27,117","1,723","2,812","8,216",,"2,557",76,"11,086","1,652",496,195,"20,037"
4118,"33,431","3,101",832,"12,335",,892,262,"18,052",,"2,700",,"14,727"
4119,"40,608","2,945","2,803","12,336",,"2,442",,"14,478","3,935","6,921",,"40,066"
4125,"17,020","1,013","1,104","6,776",630,733,640,"9,023",,"2,399",,"10,562"
4126,"79,256","3,298","2,510","30,099",,"5,023",771,"25,481","3,311","4,448",324,"72,323"
4129,"542,552","38,357","4,623","115,304","58,401","56,214","17,996","72,632","34,085","71,993","9,207","163,460"
4130,"15,469",610,618,"9,981",,917,324,"7,322",,"1,865",,"15,204"
4131,"139,903","3,834","29,594","42,648",91,"12,528","1,216","63,433","7,720","10,312",599,"163,150"
4132,"34,774","3,191","6,264","36,558",,"2,342",924,"30,312","1,302","7,641",9,"60,500"
4133,"38,034","1,820",164,"16,601",,"2,922",317,"8,184",281,983,,"17,660"
4134,"4,423",16,865,"1,333",,,119,99,,422,,"2,688"
4135,"132,936","1,966","14,619","23,960",66,"3,233",757,"48,059","5,682","6,450",230,"88,950"
4136,"193,291","3,359","24,396","44,721","3,604","7,677","4,836","106,075","24,028","48,045","1,557","213,302"
4137,"91,636","3,041","11,533","29,818",345,"4,834",375,"44,171",149,"3,361",271,"96,778"
4138,"91,555","3,418","25,185","14,686",622,"6,885","1,267","32,673",561,"5,162",,"73,882"
4140,"102,431","19,360","14,636","51,711",225,"5,396",892,"43,444","2,560","18,228",,"108,836"
4141,"18,674","6,374","3,389","7,561",,"1,448",173,"12,266",,"1,301",,"26,051"
4143,"45,362","2,426",305,"22,354",,"1,459",,"24,162",600,"4,946",,"25,457"
4146,"99,052","4,799","10,628","16,238",286,"5,108","2,760","44,499","3,686","4,186",,"55,131"
4147,"111,133","3,364","13,425","26,840",219,"12,718",675,"55,712","2,070","10,608",,"108,346"
4148,"151,087","6,419","10,668","43,088",211,"9,193","1,185","47,935","10,427","11,049",,"88,920"
4149,"154,044","5,104","7,605","18,938",330,"3,015",405,"58,346","2,064","4,433",,"42,061"
4150,"69,185","2,590","21,361","15,649",211,"5,716",432,"51,548","2,926","3,096",,"80,018"
4152,"95,875","4,991","6,505","40,904",,"4,124","1,446","45,900","7,992","12,391",334,"57,214"
4153,"82,947","4,526","13,069","38,858",180,"3,803",777,"54,503","2,591","7,840",675,"64,134"
4154,"59,525","2,118","11,535","16,821",91,"4,707",108,"35,088","1,674","3,370",,"82,472"
4155,"55,254","1,449","11,750","16,355",66,"4,323",902,"25,876","6,295","1,523",28,"45,485"
4156,"198,936","5,210","19,105","46,058",342,"8,046","3,206","84,894","8,452","11,077",149,"110,376"
4157,"77,003","4,458","11,193","22,095",225,"10,819","1,792","35,495","1,895","10,508",,"95,956"
4158,"152,842","3,293","3,807","22,444",267,"5,046",419,"73,931","18,335","2,886",,"49,328"
4159,"151,609","2,452","16,363","22,118",255,"8,141",871,"91,017","3,832","5,220",,"65,198"
4160,"52,853","1,646","7,546","11,806",232,"6,503",324,"20,667",281,"3,473",,"48,210"
4161,"67,300","2,562","11,983","14,998",225,"7,205",311,"26,942","1,485","5,794",,"67,604"
4162,"149,563","3,543","22,027","28,202",153,"7,046",779,"39,809","13,316","3,726",,"108,316"
4163,"142,070","2,774","14,434","25,168",159,"4,885",394,"42,074",842,"4,975",,"54,211"
4166,"38,442","1,721","2,430","17,890",,"1,277",289,"14,265",,"2,536",,"24,843"
4167,"847,188","178,099","7,779","510,145","1,199","75,551","45,054","399,172","1,811","211,292",422,"698,537"
4169,"53,484","75,108","1,802","44,014","1,652","2,590","1,275","14,634","12,785","29,449",118,"62,572"
4170,"15,799","3,845","2,518","5,330",,"2,572",106,"9,118",,"1,123",,"16,469"
4171,"83,190","2,614","2,543","22,773",266,"1,591",152,"20,423","1,407","4,932",50,"41,651"
4172,"49,420","1,410",417,"7,271",,"1,198",131,"17,774",283,"1,997",,"19,626"
4180,"68,783","31,540",554,"55,868",,"4,744",204,"33,506",975,"9,678",,"78,084"
4182,"152,616","2,278","4,558","30,652",105,"3,449",797,"51,633","19,250","2,482",,"53,359"
4183,"197,941","25,639","13,919","96,582",424,"36,284","1,745","88,996","1,506","26,189",,"158,485"
4184,"57,258","1,830","6,950","22,798",153,"3,002",432,"31,043","2,320","5,938",,"57,267"
4185,"128,934","4,415","10,931","23,188","1,054","10,384","2,043","36,607","12,309","7,092",338,"66,721"
4186,"19,069","44,539",33,"23,704",,730,,"5,753",873,"7,764",,"38,648"
4189,"198,033","5,063","10,846","28,434",211,"1,853","1,002","64,695","11,463","2,990",,"85,865"
4190,"116,778","2,396","6,217","37,238",187,"8,405",365,"66,146","20,977","7,651",,"72,987"
4191,"69,879","1,720","20,503","17,752",724,"2,291",157,"21,582","13,050","4,814",,"32,401"
4192,"70,516","1,217","5,512","16,386",105,"4,582",189,"42,744",788,"3,998",,"72,859"
4193,"34,067",633,578,"17,943",,411,230,"9,412",217,"2,648",45,"15,935"
4194,"72,916","4,057","8,376","23,282",646,"4,080","1,660","30,847","4,248","3,103",,"57,338"
4195,"65,486","4,968","12,139","26,521",39,"2,576",892,"29,089","1,112","4,883",508,"43,895"
4196,"265,917","3,867","15,256","48,255",908,"6,010",845,"121,132","12,246","21,913",540,"146,070"
4197,"115,348","5,687","19,966","29,702",141,"7,165",601,"40,186","9,784","14,420",153,"69,789"
4200,"106,839","2,724","16,150","14,429",548,"6,326",,"23,428","17,447","6,600",191,"69,825"
4201,"90,770","3,105","18,360","25,783",356,"5,017",798,"43,684","17,713","7,490",,"90,135"
4202,"187,811","2,775","20,469","43,334","1,934","8,875","3,172","142,257","39,919","14,941",266,"115,421"
4203,"122,660","12,101","4,557","43,551",,"3,615","1,763","39,065","14,158","8,743",87,"87,204"
4204,"75,102","3,441","5,992","40,559",123,"1,635","1,188","40,401","2,574","2,690",,"72,740"
4205,"113,010","3,654","7,370","23,632",322,"5,350",736,"37,274","5,499","5,725",,"65,498"
4209,"279,077","17,501","27,837","115,639",,"17,018","3,899","130,850","30,662","41,406",,"278,155"
4210,"7,998","30,614",,98,,315,,818,,"2,524",,"6,876"
4228,"215,862","7,323","21,875","58,290",141,"8,625","1,458","70,413","5,023","12,821",,"106,851"
4229,"161,614","1,883","15,102","27,859",374,"3,237","1,109","81,459","6,549","21,857",628,"70,677"
4230,"55,346","1,623","10,489","20,539",213,"3,726",588,"48,570","2,338","2,389",153,"61,323"
4231,"122,835","6,783","8,700","20,713",78,"2,465",486,"36,289","5,918","1,921",,"44,962"
4232,"43,107",,422,"19,630",,948,,"11,107","1,879","2,285",,"23,135"
4233,"87,747","13,809","8,615","42,754",91,"2,846","1,485","58,401","2,218","3,722",,"75,466"
4234,"138,465","3,153","2,736","31,296",362,"2,528",284,"35,194","3,144","3,561","1,350","60,360"
4235,"63,831","2,311","9,422","18,381",193,"1,815",594,"24,697","1,211","6,724",,"54,979"
4236,"119,880","7,739","4,039","30,291",91,"6,620",450,"27,766","2,591","11,591",45,"70,549"
4239,"189,875","3,716","19,350","28,866",973,"11,097",216,"125,903","21,165","19,266",191,"165,864"
4246,"95,143","1,405","1,784","11,752",351,"1,653",324,"29,921","2,777","2,771",,"38,133"
4247,"86,265","1,093","14,981","39,136",403,"6,361",656,"41,899","2,104","8,837",181,"65,124"
4248,"162,740","2,244","4,780","17,974",277,"1,259",432,"64,846","1,960","3,883",,"31,831"
4249,"55,179",878,"6,044","8,705",300,"2,723",548,"12,063","2,675","1,864",,"26,718"
4250,"48,250","1,281","1,808","10,776",141,"2,890",324,"22,734","2,176","1,459",153,"26,110"
4251,"39,167","7,446","2,186","11,578","1,256","1,719",593,"16,155","5,551","5,298",27,"31,476"
4252,"88,554","3,640","8,298","25,658",817,"2,606","4,448","56,395","17,353","3,559",17,"61,750"
4253,"111,823","2,600","15,967","35,463",293,"5,262",929,"33,906","1,352","6,728",,"91,718"
4254,"117,653","2,429","3,584","22,229",180,"3,740",367,"37,791","1,839","2,558",,"47,686"
4255,"331,640","5,819","10,130","83,172",189,"14,923","1,213","170,749","17,611","22,454",153,"169,744"
4256,"152,935","4,115","7,913","37,504",105,"7,167",380,"96,075","1,746","10,723",135,"56,481"
4258,"89,697","2,744","4,737","23,043",723,"7,299",760,"46,798","10,924","3,740",,"87,709"
4260,"173,768","4,820","7,616","39,228",97,"4,017",738,"46,181","11,737","17,164",,"66,492"
4265,"56,029","187,755","1,829","25,339",,"9,621",173,"12,836",639,"37,199",135,"75,229"
4266,"94,825","1,958","2,883","35,627",,"2,221",377,"32,051","9,862","10,051",,"53,389"
4267,"39,026","1,519",479,"12,933",,"2,327",25,"11,509",694,"2,399",76,"21,748"
4268,"61,603","1,905","5,210","11,591",108,"1,341",704,"20,673",,"1,389",,"36,893"
4269,"155,056","5,871","11,003","67,435",392,"14,972","1,249","40,594","1,207","6,948",189,"61,489"
4271,"108,443","1,545","6,694","30,239",91,"3,499",575,"19,233","2,916","3,234",9,"52,288"
4272,"90,713","2,613","6,696","14,123",244,"3,056","2,683","54,513",748,"6,642",,"60,034"
4273,"85,019","28,770",,"88,486",,"3,197","1,107","22,243","3,288","21,675",270,"77,691"
4274,"12,924",225,20,"3,618",,435,76,"5,430",,"1,750",,"7,694"
4275,"82,228","1,637","10,887","29,808",367,"6,509","1,807","37,098","5,845","7,989",306,"74,127"
4277,"166,996","7,176","3,223","93,881","2,329","6,300","2,990","67,027","7,356","20,635",27,"74,466"
4279,"10,124",304,236,"9,799",,"1,636",,"5,108",33,322,,"14,095"
4284,"71,319","1,479","2,592","9,722",78,"3,256",324,"24,447",642,"3,862",,"42,703"
4285,"157,146","4,271","12,179","32,977",105,"3,092","1,107","88,789","11,295","7,800",,"77,046"
4289,"37,677","6,804","3,698","13,091",361,"1,517",342,"13,095","1,156","1,880",,"31,206"
4291,"213,596","4,579","3,608","68,505",255,"7,435","1,095","49,855","2,363","10,406",,"87,172"
4296,"84,759","2,882","1,174","40,120",235,"1,492",482,"30,449","1,322","4,644",484,"39,474"
4298,"17,766","1,985",137,"10,494",,585,162,"7,985",,829,,"15,669"
4299,"73,401","2,038","2,053","24,421",,951,173,"21,033","1,129","10,397",,"36,810"
4300,"111,133","3,599","10,279","26,056",860,"1,831","1,113","23,238","13,218","4,271",306,"65,154"
4301,"70,931","260,035",328,"53,473",,"11,190",384,"18,749","11,590","55,891",,"142,753"
4306,"40,446","1,877","2,748","30,137",,842,405,"19,772","3,073","7,395",,"18,954"
4310,"74,435","1,673","2,012","14,194",286,"3,653",135,"25,787","2,433","3,857",,"32,713"
4311,"127,785","4,922","24,681","26,781",326,"6,585","1,055","68,300",436,"5,692",,"129,296"
4312,"1,182,938","88,071","8,970","766,835","5,886","60,729","3,263","401,186","31,516","314,127","1,474","626,651"
4313,"81,235","2,939","4,978","18,295",321,"1,729",653,"25,563","1,235","4,214",,"34,627"
4315,"81,929",654,"12,954","12,963",166,"2,029",243,"18,770","1,981","2,688",,"32,863"
4317,"105,868","3,526","4,273","30,419",180,"2,408","1,233","29,244","1,123","6,052",,"44,593"
4318,"80,618","4,362","3,201","36,322",199,"3,037","1,341","15,606","1,992","5,428",,"46,781"
4319,"100,315","4,291","5,839","24,546",118,"2,685",243,"33,563",792,"5,277",,"50,445"
4320,"147,932","3,977","4,550","34,957","1,344","3,761","1,125","89,160","8,081","20,103",42,"106,182"
4321,"57,922","2,830","6,820","15,307",255,"2,850",567,"18,489","2,460","1,279",,"39,814"
4324,"32,865","1,156",319,"15,648",,204,27,"13,793",198,"1,866",,"17,785"
4326,"22,998","3,314",350,"9,486",,557,27,"12,520",186,"1,391",,"15,598"
4334,"102,301","6,284","8,919","26,532",241,"4,581",853,"32,023",344,"1,868",45,"94,789"
4336,"21,451","2,842",82,"15,741",,82,68,"8,692",454,477,,"5,421"
4337,"44,331","7,174",,"9,584",,"4,219",,"15,467",,"7,111",,"31,486"
4338,"4,269",,,"3,485",630,,,"1,176",,,,"3,360"
4343,"28,135","40,877",,"7,429",,"1,193",,"5,468",30,"9,109",,"17,905"
4345,"57,986","7,308",294,"24,286",,"2,476","1,587","11,777",437,"11,338",42,"30,001"
4346,"40,791","4,641","2,463","25,382",,"1,627",68,"35,154",27,"3,809",38,"31,612"
4351,"20,607","1,798",380,"9,358",,278,,"7,757",,"1,244",,"16,290"
4353,"27,217","1,916",236,"10,029",,"1,309",,"8,257",20,"2,002",,"25,912"
4355,"42,919","1,087","1,337","11,599",,"1,176",,"12,626",446,"1,949",,"36,696"
4356,"3,456",136,,"1,128",,68,,699,,271,,"2,495"
4359,"19,267",207,420,"10,422",,723,,"6,874",750,"2,047",,"36,180"
4361,"49,544","10,188",,"35,191",,915,,"14,312",,"4,040",,"35,447"
4362,"33,900",914,385,"15,578",,833,,"15,873",297,"1,465",,"29,313"
4364,"17,221","1,140",354,"5,004",,444,,"4,484",396,"4,248",,"17,014"
4365,"17,755",645,407,"5,246",,411,137,"4,203",297,678,,"15,669"
4366,"28,940","2,326",878,"9,790",52,389,,"7,889",392,"2,227",,"34,273"
4368,"25,734","4,258","1,888","10,869",,"1,280",,"10,395",124,"2,208",,"25,890"
4369,"42,031","2,484",972,"25,846",,"1,274",97,"35,857","2,092","2,922",,"55,099"
4370,"33,229",725,"1,127","27,911",,264,,"10,198",661,"3,142",,"49,266"
4371,"21,591","1,883",328,"13,177",,495,,"11,230",327,"1,263",,"44,617"
4373,"48,522","2,516","1,363","17,160",,"2,984",,"20,127",235,"2,905",,"71,523"
4374,"30,123","3,098",368,"15,338",,737,,"14,532",706,"1,741",,"42,818"
4375,"24,866",918,629,"17,368",,575,,"14,158",460,"2,544",,"39,979"
4377,"24,797","11,812",,"14,649",,188,,"6,851",,"3,023",,"23,304"
4378,"25,260",183,472,"23,869",,719,,"12,304",277,"2,981",,"31,497"
4379,"35,899","3,498",775,"18,557",,"1,280",,"12,939",,"2,191",,"58,065"
4380,"14,025","3,570",288,"3,749",,118,,"3,930",,672,,"15,503"
4382,"33,708","4,305","1,101","26,426",,829,,"15,255",230,"6,297",,"39,162"
4384,"41,817",154,257,"29,240",,"1,046",922,"11,375",293,"4,288",135,"42,959"
4385,"24,995",525,393,"8,437",,92,,"5,351",297,"3,639",,"24,646"
4387,"19,300","1,873",787,"10,144",,252,,"9,361",284,"2,299",,"29,620"
4388,"10,309","3,048",,"10,069",,164,,"4,515",,695,,"16,210"
4392,"26,770",969,721,"19,880",,"3,264",,"10,204",755,"1,856",,"51,057"
4393,"20,801","5,628",315,"20,113",,"1,585",,"12,193",337,"2,588",,"27,878"
4395,"42,031","2,339",629,"10,190",,540,,"13,918",149,"3,020",,"26,902"
4396,"24,241",312,567,"4,983","1,877",234,,"8,856",,857,,"17,461"
4397,"22,656","5,262",,"22,447",,"1,923",,"8,040",,"1,670",,"27,521"
4401,"12,486",836,491,"9,784",,382,,"7,316",650,"1,796",,"18,210"
4402,"58,649","2,089","1,114","16,602",,"1,541",,"24,406",334,"2,804",,"55,732"
4404,"32,580","1,473",393,"23,435",,556,,"14,797",342,"1,614",,"44,692"
4405,"39,701","3,078",983,"19,334",,"1,716",,"19,858",255,"4,515",,"54,606"
4406,"31,074","2,561",328,"28,726",,826,,"22,188",,"1,028",,"55,423"
4408,"7,151",345,39,"2,675",,86,,"2,722",297,414,135,"5,794"
4409,"5,879",328,83,"2,708",,207,,"2,732",,789,,"5,961"
4410,"10,735","1,958",771,"4,312",,404,,"6,728",235,"2,390",,"7,357"
4411,"36,967",566,669,"19,420",,856,,"15,127",311,"2,839",,"32,948"
4412,"19,358","1,381",629,"7,810",,125,,"6,207",750,"1,119",,"14,780"
4413,"3,656",54,,"1,811",,,,586,,199,,"2,295"
4414,"21,503",562,948,"10,999",,414,,"11,914",602,"1,704",,"18,892"
4415,"19,114",104,157,"3,207",,34,,"6,517",,"1,221",,"11,763"
4416,"2,495",,,214,,,,"1,295",,,,"1,209"
4417,"22,820",234,236,"5,315",,438,,"6,333",162,"1,430",,"16,168"
